passage,tag
"The truck hit her car on the driver's side and the world rotated ninety degrees and kept going. She was aware of the airbag and then she was aware of nothing and then she was aware of being upside down with the engine still running and something wet on her face. She got her seatbelt off and fell onto what had been the ceiling, the impact jarring through her already-aching shoulders. Her right knee had hit something on the way around and was singing a high, clear note of pain that she could not afford to pay attention to. She found the window and it was gone — blown out in the roll — and she pulled herself through it and onto the asphalt of the highway, the rough surface scraping her palms open. She lay there for exactly two seconds, which was all she allowed herself. The truck had stopped twenty yards away. She could see the driver's door opening and a large man stepping out. She looked at the ditch on the far side of the road and made the calculation. She started moving before he had fully cleared the vehicle, keeping low, keeping the wrecked car between them, and she did not look back.",strong
"He had her by the throat with both hands and her feet were off the floor. She clawed at his wrists and got nothing. Black was beginning to come in at the edges of her vision. She made herself stop clawing — it was doing nothing and costing her oxygen she did not have. She brought her knee up hard and missed, caught his thigh instead. He tightened his grip and she felt something in her throat make a clicking sound that terrified her. Her hands dropped to her sides. She found the pen in her jacket pocket by feel, a heavy metal pen, and drove it into the inside of his elbow with everything she had left. His grip loosened a fraction — enough. She dropped her weight suddenly, broke his hold, and hit the floor on all fours, dragging air in through a throat that felt like gravel. She stayed on all fours for three seconds, which was all she could afford, and then she got up.",strong
"The rope had been on her wrists for four hours and her hands had stopped being numb and started being nothing at all. She was working on the knot by feel in the dark of the cellar, her fingers clumsy and remote, and she was making progress — slow progress, but progress. She could hear footsteps above her, two sets, moving back and forth. She had been counting the intervals between check-ins: twenty-two minutes, seventeen minutes, nineteen minutes. She would call it eighteen minutes. She needed four of those minutes to get the knot loose, based on current rate. She had gotten the outer loop free. She could feel the next wrap. The footsteps stopped. She went still and counted her own heartbeats and at thirty-one the footsteps started again, moving away from the cellar door. She went back to the knot. Her hands had started to tingle and she took this as good news.",strong
"They came out of the trees on the south side of the property and she counted three of them before she stopped counting and grabbed Cole's arm and pulled him down behind the woodpile. She could hear them talking, low and unhurried, as if they had all the time they needed, which they probably did. Her phone had no signal — she had checked it twice in the last hour and was done checking. Cole's rifle was inside the house, which was also where they could not go without crossing open ground. She looked at the distance from the woodpile to the back door of the house and thought about it carefully and decided it was not survivable. One of them had posted himself at the corner of the barn with a clear sightline to the back door. She looked at the gap between the barn and the fence line and thought about that instead — a gap of perhaps four feet, in shadow, angled away from the man at the corner. She told Cole what she was going to do and he told her she was not going to do it and she looked at him in the way that ended that conversation. She handed him her phone to try for signal and went.",strong
"The explosion threw her across the room and she hit the far wall shoulder-first and slid down it to the floor, the impact rattling through her teeth. Her ears were producing a high tone that was not a sound so much as an absence of sound, a cotton silence that muffled everything. She sat on the floor and tried to think clearly and assessed herself: breathing, yes; vision, cloudy but functioning; the shoulder hurt badly but moved when she told it to. The room was filling with something — smoke, gas, she could not tell which and it did not change the response — and she knew she had perhaps two minutes before it stopped mattering. She found the window by the light coming through it and got to her feet and broke it with her elbow, which hurt exactly as much as she expected it to and she had expected it to hurt a great deal. The air outside was cold and immediate and she breathed it in deliberately. She got one leg through the broken frame and then the other, navigating the remaining glass with care she could not entirely afford. She dropped eight feet into the alley below and took the landing in her legs and rolled the way she had been taught and came up running, her shoulder on fire, her ears still ringing, and she considered this one of her better performances under the circumstances.",strong
"He had been stabbed before — once, years ago, a different life — and he recognized the sensation: a cold pressure rather than pain, at first, with the pain arriving approximately three seconds later like an invoice he had been expecting. He pressed his hand against his side and felt the blood, warm and too plentiful, and tried to do the math about how much time that amount of blood represented. The man who had done it was still in the room, watching him with a professional patience that he found, in a distant way, admirable. He was between her and the door and that was the only fact that mattered. He took a step toward the door and the man moved to block it and he took this as information: they needed him mobile, which meant the wound was not immediately fatal, which was the best news available. He straightened up from the involuntary curl his body had attempted and found the pain and acknowledged it and set it aside. He looked the man in the eye and moved toward him with everything he had remaining, which was less than his usual and more than the man had accounted for.",strong
"The man had a gun and she had a letter opener and she was under no illusions about the disparity between these two things. She had been thinking about how to close that disparity for six minutes while she worked her way across the carpet toward him without making a sound. She was also behind him, which was the only advantage she had and she intended to use it completely and without hesitation. She crossed the twelve feet between them in absolute silence — the carpet helped, the concentration helped — and brought the heavy weighted base of the letter opener down on the back of his skull with everything she had, putting her shoulder and her hip and her whole body into the motion the way she had been taught. He went down without making a sound, the gun skidding away across the floor, out of his hand and out of her reach. She stood over him and watched him and he stayed down. She crossed to the gun and picked it up and checked it in the way she had been shown — magazine, chamber, safety — and stood at the door with it held in both hands. She had not fired a gun in three years. Her hands were shaking finely, which she acknowledged and set aside. She opened the door.",strong
"The man had a gun and she had a letter opener and she was under no illusions about this disparity, which she had been turning over for the past six minutes while she worked her way across the office toward him. She was also behind him, which was the only advantage she had and she intended to use it completely. She crossed the twelve feet between them in absolute silence, which was the skill she was most proud of in that particular moment, the carpet absorbing her footsteps. She brought the heavy base of the letter opener down on the back of his skull with everything she had, putting her whole body into the swing. He went down without a sound, the gun skidding across the floor away from both of them. She stood over him breathing hard, the letter opener still in her hand, watching him to make sure he stayed down. He stayed down. She crossed to the gun and picked it up and checked it the way she had been shown and stood at the door with it in both hands. She had not fired one in three years and her hands were shaking finely and she gripped it the way she had been taught and went to the door and opened it.",strong
"The horse threw her at the third fence and she landed badly — she knew it was bad before she stopped moving, the impact resonating up through her hip and into her spine in a way that suggested something had given way. She lay in the paddock on her back and looked at the sky for one second, which was all she permitted. She did the inventory: legs moved, both of them, which was what she needed to know first; hands moved; vision clear and unblurred; breathing hurt on the left side, which was new and indicated at minimum a cracked rib. The horse was circling the paddock, spooked, still running, his eyes white-rimmed and his hooves loud on the hard ground. She needed to get to the rail before he came around again or she needed to get to her feet, and she was going to try for the rail because it was closer. She rolled onto her side and the pain in her left ribs made a strong argument against further movement and she overruled it and got to her knees, one hand on the ground. She got to her feet. She made it to the rail in time to press herself against it as twelve hundred pounds of frightened horse went past two feet away, the wind of his passage moving her hair. She gripped the rail and breathed.",strong
"She found him at the bottom of the ravine, which meant he had fallen thirty feet or been pushed. She was not ruling out the second. He was conscious, which was the best thing she saw, and his left leg was wrong in a way that she did not let herself look at directly. She climbed down to him, which took longer than she wanted because the slope was loose shale and hurrying would land her beside him. She got to him and put her hand on his face and he opened his eyes and said her name and she said she was there. She looked at the leg. She looked away. She took off her jacket and her flannel shirt and put her jacket back on and used the flannel shirt in the way she had been taught in a wilderness first aid course she had taken fifteen years ago and had never expected to use. She told him it was going to be fine. She had no basis for this statement. She made it with complete conviction.",strong
"She had dislocated her shoulder getting the cuffs off the pipe and now it hung at a wrong angle that she was resolutely not looking at directly because looking at it would use attention she needed elsewhere. She had popped a shoulder back in once before — college, a climbing accident — and she remembered the mechanics of how it was done. She was not going to do it here in this room before she knew what was on the other side of the door, because she would need both hands for what came after and the process of relocating a shoulder was not a quiet one. She tucked the arm against her body, which helped with the pain to a degree she would call manageable, and went to the door. It was locked, which she had expected, and it was a standard interior lock, a push-button privacy lock, which she had hoped for because it was the most optimistic type of lock to be behind. She had kept a hairpin in her jacket pocket for exactly this category of situation ever since a self-defense instructor had taught her the technique five years ago. She worked the lock in the dark by feel and tried to do it quietly and managed both. The door opened inward. The hallway beyond was dim, lit only by a window at the far end, and as far as she could see it was empty. She went into it with her good shoulder against the wall.",strong
"The second man came through the window while she was still dealing with the first and she understood in that moment that she was not going to get through this cleanly. She drove her elbow into the first man's solar plexus and felt him fold and turned to the second man and took his fist on her cheekbone, which was worse than she had prepared for. Her vision went briefly abstract. She hit the wall and used it to push off and went low and took him at the knees and brought him down and was on top of him before he had finished falling. The first man was getting up. She could hear him. She dealt with the man beneath her with focused efficiency and stood and turned to the first man, her cheekbone burning, her hands steady. He looked at her. He made a decision. He went back out the window.",strong
"She shot him in the shoulder because she had aimed for the shoulder, a decision she had made before she raised the gun, which she wanted him to understand. He went down and stayed down and she crossed the room to him in four steps and took the gun from his hand and the knife from his belt with a practiced efficiency that surprised even her. She stood over him and told him he was going to give her the name and he was going to do it in the next sixty seconds because she had places to be. He told her she didn't have it in her to do anything worse. She reminded him, in a conversational tone, that she had just shot him in the shoulder when she could have shot him in the knee, which was a more instructive location. She reminded him that she still had his gun. She reminded him that no one knew she was in this building. He looked up at her from the floor with the recalibrated expression of a man who has made a significant error in his initial assessment of a situation. He looked at the gun. He looked at her face. He gave her the name.",strong
"The knife went into his side between the third and fourth ribs and he stood there for a moment looking down at it with an expression of genuine surprise, as though his body had done something impolite. Then his legs made their decision and she was already moving, crossing the distance between them before he had finished falling. She caught him — she was not close enough to catch him properly but she caught him anyway, going down with him to the asphalt, her knees taking the impact. Her hands moved immediately to the wound, applying the pressure she had been taught and had hoped never to use. He was trying to say something and she told him firmly to be quiet and to breathe and that she was there and none of it was going anywhere. She was looking around the alley for something to use and there was nothing useful and she pulled off her scarf one-handed, awkwardly, and pressed it against the wound and leaned her weight into it with both palms flat. She told him again to breathe and counted his breaths and kept her weight on the wound and did not look at the blood on the ground, which was a quantity she could not afford to think about. She kept counting his breaths. He kept breathing.",strong
"The building was coming down floor by floor from the top and she had two floors to go and the staircase on the north side was already gone. She had found this out the expensive way — three steps onto the north staircase before the vibration in the risers told her what the smoke had not — and she had backed off it immediately and gone to the south staircase and found it intact and was now moving down it faster than was entirely safe, which was nonetheless the right speed. The floor above her came down with a sound like the end of an argument and the south staircase shuddered under her feet and kept holding and she kept moving, one hand on the rail, her eyes on the steps. One floor remaining between her and the lobby. She could see through the smoke below her the grey rectangle of open doors, the street beyond them containing people who were running away from the building rather than toward it, which told her everything she needed to know about the situation outside. The staircase shuddered again, a longer tremor this time, and she stopped calculating and started running, hit the lobby floor at speed, and went through the open doors into the cold air of the street without slowing.",strong
"He was drowning and she knew it and the boat was fifteen feet away and fifteen feet of dark November water was a categorically different distance from fifteen feet of anything else. She went in anyway, because the alternative was watching him drown, and she had decided some time ago that there were things she would not watch. The cold hit her like a physical blow — immediate and total and breathtaking in the literal sense. She found him by the sound he was making, which was not language anymore, and got her arm across his chest from behind the way she had been taught and felt him grab at her with the panic strength of someone who is genuinely drowning. She talked to him — low, steady, her mouth at his ear, continuous — while she worked to move them both toward the boat, because the voice was the only thing that reached past the panic. He was fighting her. She did not take it personally. The boat was ten feet away. Eight. She got to the ladder on the stern and got his hands on the lowest rung and told him to climb in a voice that left no room for any other option. He climbed. She came up after him and they collapsed on the deck and she lay on her back and looked at the sky and started counting his breaths and told him to keep breathing until he told her to stop telling him.",strong
"She was on the third-floor ledge with eight inches of stone between her feet and a forty-foot drop and the window behind her had locked automatically when it swung closed, which she had not anticipated and would remember as a lesson for the future, assuming a future. She pressed her back against the glass and made herself look outward rather than down, which was the correct direction to look. She assessed what she had: the ledge, eight inches; the window to her left, six feet away, closed but possibly unlocked; the drainpipe four feet to her right, cast iron, running from the roof gutter to the ground, bolted to the wall at three-foot intervals. She chose the drainpipe because it was closer and because the window was six feet away and six feet on eight inches of ledge was a problem she was not confident of solving. She moved to the right in small sideways steps with her back flat to the building and her palms on the stone. Four feet became three, became two. She reached the drainpipe and gripped it with both hands and tested her weight against it and felt it hold. She went down it hand over hand with her feet braced against the wall and dropped the last four feet to the ground and stood up and put her hand on her knee and breathed for a moment before she started walking.",strong
"The avalanche came down the north face of the ridge and she had perhaps four seconds of warning — a sound like a freight train accelerating, a trembling in the ground that moved up through the soles of her boots — before the wall of snow hit. She threw herself behind the largest boulder she could reach in two running steps and put her back to it and made herself as small as possible and the snow came over her like something with a specific intention. She held her position against the boulder with everything she had. The weight was extraordinary — not the light powder of recreational skiing but something dense and cold and massive, pressing against her from every direction simultaneously. When the movement stopped she was in the dark and she could not immediately move her legs, which she took as information rather than cause for alarm. She worked her arms first, pushing space away from her face and chest. Then she worked her legs, which took four minutes that she counted aloud to stay present in herself. She found the direction of the surface by the relative cold of the air on her face and dug toward it with her hands and came out of the snowpack into grey afternoon light and sat on top of the debris field and breathed deliberately and slowly for a long time before she tried to stand.",strong
"She shot him in the shoulder because she had aimed for the shoulder, a decision she had made clearly and in advance, which she wanted him to understand. He went down and stayed down and she went to him without hesitation and took the gun from his hand and the knife from his belt, checking both efficiently. She stood over him and told him he was going to give her the name and he was going to do it in the next sixty seconds, because she had made this decision as well. He told her she didn't have it in her to do anything worse than what she'd already done. She looked at him for a moment with an expression she kept carefully neutral. She reminded him that she had shot him in the shoulder when she could have shot him somewhere that would have ended the conversation permanently. She pointed out that she was still holding both his weapons. She noted that no one knew she was in this building and that she had arrived here with a specific purpose that had not yet been accomplished. He looked up at her from the floor with the recalibrated attention of a man revising an important estimate. He gave her the name.",strong
"The current had her and she was not going to fight it the way people always tried to fight rivers, which was the way people drowned in rivers. She let it take her and kept her feet up and her face up and kept her eyes moving, looking for the bend in the river where she knew the current would slow. She hit a rock with her hip and spun and lost her cardinal directions and found them again using the sky. She was cold in the specific way that is past feeling — past the sharp stage and into the absence stage — which she catalogued as dangerous and filed under problems for later. The cold had moved up past her knees. She thought about warmth with deliberate and focused intention: the kitchen in her house, the specific weight of the wool blanket on the couch, the temperature of the water in her shower set exactly where she liked it. She used this thinking as an anchor. The bend in the river was visible now and she began to angle toward the bank using the current's own energy rather than opposing it, making small adjustments that cost less than they earned. She felt the water slow around her legs and got her feet down onto gravel and stood up in three feet of water and walked to the bank and sat down in the mud and began to shake, which was exactly right. Shaking meant her body was still working on her behalf.",strong
"He came at her with the crowbar and she stepped inside the arc of the swing rather than away from it, which was counterintuitive and which she had practiced enough times that it was also instinct. The crowbar caught her left arm instead of her skull and she felt the impact as a deep concussive force that traveled all the way to her back teeth, and her arm went offline for approximately three seconds. She drove the heel of her right hand into his nose while his momentum was still carrying him forward, putting her weight behind it, and heard something give in a way that told her the damage was real. She saw his eyes go wet and unfocused and used those seconds to drive her knee up into his midsection, which brought him forward and down. He went to the floor. Her left arm was coming back online now in the form of a deep pain that was going to be significantly worse in an hour and she acknowledged this as a future problem. She looked at the arm: wrong, but not compound wrong, not bone-through-skin wrong. She moved it deliberately from elbow to wrist until it did approximately what she asked of it. She looked at him on the floor. She stepped over him and went to the door.",strong
"The man threw her into the back of the van and the doors slammed closed and she was in the dark, the cold metal floor under her palms, the van already in motion before she had processed the sequence of events that had led to this. She gave herself five seconds to be frightened and then she stopped. She had twelve seconds before she lost track of direction and she used them carefully: left turn immediately, then a hard right, then acceleration — highway on-ramp, she thought, which meant they were heading either north or south out of the city. She explored the cargo area by feel, moving efficiently: wheel well on the right side, a locked toolbox, a coil of rope she moved away from herself, and — mounted above the rear wheel well — a fire extinguisher. She took the fire extinguisher off its bracket and held it and thought about the van's rear doors, which were double-panel and hinged on the outside. She thought about the door handles, also on the outside. She thought about the hinges, which were on the inside. The van was traveling at highway speed. She braced her back against the wheel well and began to work on the hinge pins with the bracket end of the extinguisher, methodically, one at a time, in the dark.",strong
"The second bullet was closer than the first and she understood from the angle and the grouping that he was walking his shots in toward her position, which meant she needed to move before he completed the walk. She had been behind the overturned conference table for forty-three seconds and it had been adequate cover and it was about to stop being adequate cover. She looked at the distance to the kitchen doorway — fifteen feet of open floor, no intermediate cover, bad odds — and then at the window to her right, which was closer but opened onto the wrong side of the building. She thought about the angle of the shots and calculated his probable position and decided the doorway was survivable if she went low and fast and did not pause to reconsider at any point during the crossing, because reconsideration was the thing that got people killed in doorway situations. She checked what she had in her hands, which was a phone with no signal and a stapler, and put the stapler in her jacket pocket because weight in the hand was better than nothing. She gathered herself behind the table. She identified the line she was going to run. She went on the count of two, not three, because three was what people expected.",strong
"She had been tied to the chair for six hours and her shoulders had moved from burning to a deep, structural ache that suggested the damage was real. She had been working on the knot at her left wrist by pressing her thumbnail into the rope and working each strand separately, which was slow and was the only option available. The room was a storage room of some kind — shelving, cardboard boxes, a bare bulb overhead that had been left on. She could hear two voices through the wall and had been tracking their conversation for the quality of information it offered, which was limited. She had learned there were two of them, that they were waiting for a call, and that one of them wanted to leave before the call came. The disagreement about this had been ongoing for forty minutes. She pressed her thumbnail into the next strand of rope. She had the outer wrap free now and was working on the second layer. The disagreement through the wall was escalating. She worked faster.",strong
"The gunshot wound in her leg had gone through cleanly, which she had been told twice was good news, and she was trying to believe this while she tied her belt above the wound and pulled it tight and felt the bleeding slow to something less catastrophic. She was in the lee of a boulder on an open hillside with two men between her and the tree line and she had used her last round getting herself this far. She had a belt, a pocket knife, her phone with no signal, and the knowledge that the tree line was sixty yards away across open ground. She looked at the light, which was going. She looked at the ground between her and the trees. She identified the shallow drainage ditch that ran at an angle from the boulder toward the tree line and offered approximately eighteen inches of cover if she stayed flat. Sixty yards in eighteen inches of cover on a leg that was going to object strenuously. She pulled the belt tighter. She got onto her stomach. She started moving.",strong
"The man hit the water the same time she did and she understood immediately that he was a stronger swimmer, which changed her calculation. She dove deep and went for the bottom, where the visibility was zero and the advantage shifted. She could feel the pressure change as he followed her down. She changed direction twice using the current to mask the movement. Her lungs were beginning to register their opinion of this situation. She found the piling she had been aiming for and got behind it and waited, her hand on the barnacled wood, looking up toward the lesser dark where the surface was. He passed above her, his body a shadow against the faint light. She waited until he had gone three feet past and then she surfaced behind him and reached for him, and the water around them churned, and she was stronger than he had assessed her to be, which was the last mistake he made.",strong
"The tree came down across the road in front of them and he hit the brakes and the truck slid on the wet asphalt and stopped with the bumper six inches from the trunk. She had the door open before the truck had fully stopped. The tree was too large to move and too solid to drive over and the rain was coming down in the way that eliminated visibility beyond fifteen feet. She heard the other engine before she saw the lights — coming up fast behind them, not slowing. She grabbed his arm and they went over the guard rail on the passenger side together, dropping eight feet into the brush below the road, landing badly in the wet undergrowth. The other vehicle hit the tree at speed and the sound of it was enormous and then there was silence except for the rain. She lay in the brush and listened and looked up at the road above them. A door opened. Footsteps on the asphalt. She put her hand on his arm and felt him go still beside her.",strong
"She woke on the floor of an unfamiliar room with her hands bound in front of her and a headache that told her something had struck her skull. She lay still and did not open her eyes and listened. One person in the room, moving quietly, not looking at her — she could tell by the sound of the footsteps that they were directed away. She opened her eyes to a careful slit and confirmed: one man, near the window, looking out at something. She assessed her bound hands: zip ties, not rope, which was worse in some ways and better in others. She was on carpet. She was wearing her own clothes. Her shoes were still on, which mattered. She found the corner of the room with her eyes and found the door, which was closed and on the far side of the man at the window. She found what was between her and the door. She began to plan the route.",strong
"The fire had gotten into the roof structure and she could hear it moving overhead like something with intention and appetite. She had the two children from the back bedroom and she needed to get them down the stairs before the ceiling made that decision for her. The older one could move on her own. The younger one could not. She picked up the younger one and told the older one to hold onto her jacket and not let go regardless of what happened, in a voice that communicated the non-negotiable nature of this instruction. She went to the door and felt it with her palm — hot, but not the kind of hot that meant fire immediately on the other side — and opened it. The hallway was smoke but passable if they stayed low. She went low, the child on her hip, the other child's grip on her jacket a small, fierce pressure. The stairs were at the end of the hallway and the smoke was thickening. She kept moving. She talked continuously to both children in the low, steady voice that she had discovered kept people moving when they wanted to stop.",strong
"He was wedged in the crevice with his left leg trapped below the knee by a fall of rock and she had been working at the smaller rocks around it for twenty minutes, enough to know that the larger rock was not going to move with what she had available. She was calm about this. She was calm about this the way she was calm about deadlines and difficult clients and things that required calmness rather than panic. She assessed what she had: a collapsible trekking pole, a water bottle, a first aid kit, and the knowledge that nobody knew they were in this canyon. She looked at the rock. She looked at the angle of the trapped leg. She looked at the space she had created. She explained to him clearly and without softening what she was going to need him to do and what it was going to feel like, because he was the kind of man who did better with accurate information than with reassurance. He understood. She positioned the trekking pole as a lever against the largest adjacent stone. She told him on three and meant on two, because people always tensed on three.",strong
"She had been in the water long enough that the cold was a fact of the environment rather than a sensation, which she understood was a bad sign. She kept her eyes on the lights of the marina, which were not getting closer at the rate she needed them to get closer. She made herself do the arithmetic, which was not encouraging, and then she made herself stop doing the arithmetic and swim. Her arms were still moving. This was the important fact. As long as her arms were moving she was covering distance, and covering distance was the only variable she had control over. She thought about what was waiting for her at the marina: warmth, specifically, and after warmth, everything else. She thought about warmth in specific detail — the shower temperature she preferred, the weight of her heaviest sweater — and used the specificity to keep herself present in her body rather than receding from it. The lights were closer. She was not imagining it.",strong
"The rope bridge was forty feet long and the plank she had stepped on had given way on her third step, and she was now hanging from the rope rails with her feet swinging over a drop she was not going to estimate. She was going to look at the far end of the bridge instead. The far end was thirty-seven feet away, give or take. The rope rails were sound — she had tested them before she started and they were old but consistent. She could traverse the rails hand over hand if she could get her body into position. The bridge was swaying with her weight in the way that suspension bridges swayed, which was normal and was not her current problem. She got her hands repositioned on the rail and began to work her way along it hand over hand, her arms taking all of her weight. Thirty feet. Twenty-five. A plank held under her feet and she rested her weight on it briefly, gratefully, and kept moving. The far platform was solid under her feet when she reached it and she sat down on it and looked back the way she had come.",strong
"They had been in the collapsed structure for three hours by her count and the aftershock had shifted things in a way that closed the route they had been planning to use. She lay on her back in the narrow space and waited for the dust to settle and then assessed the new geometry of the debris field above her. The beam across her chest had not moved, which was the most important thing. She could still breathe, which was the second most important thing. She could hear him somewhere to her left, which was the third. She told him to talk to her and he talked and she followed his voice and found that the shift had opened a lateral gap to her left that had not been there before. Lateral was not up, but lateral was movement, and movement was what they needed. She told him what she was going to do. She told him to keep talking while she did it. She began to move toward the sound of his voice, inch by inch through the dark, dragging herself on her elbows.",strong
"The man was twice her size and had thirty pounds of muscle on her and none of that mattered as much as the fact that she had trained for this and he had not trained for anyone who had trained for this. She let him come. She used his momentum and his size and the physics of his forward motion to redirect him into the wall, stepping aside at the last moment in the way her instructor had made her practice a hundred times. He hit the wall and turned and came again and she was already moving, inside his reach before he had completed the turn. She struck the nerve cluster on his forearm and felt his grip fail. She put her elbow into his solar plexus and felt the air leave him. She stepped back and watched him fold and stay folded and she breathed deliberately four times and looked at the door. She picked up the keys from where they had fallen when his hand opened. She went to the door.",strong
"She had the tourniquet on her arm and had cinched it to where the bleeding stopped and now she needed to get to the road, which was half a mile through terrain that had seemed manageable before she had been shot. She took inventory: one functioning arm, two functioning legs, her pack, her phone which had no signal but had a compass, and enough daylight for perhaps ninety minutes. She stood up. The arm did not fall off, which she considered a positive development. The half mile to the road was through mixed forest with one creek crossing. She walked. She talked to herself in a low, continuous murmur as she walked because silence felt like a door she did not want to open. She counted her steps in groups of a hundred and at each hundred she gave herself a piece of information about something she enjoyed — a meal, a place, a specific memory of warmth — and then counted the next hundred. She crossed the creek and the arm registered its opinion of this and she did not stop walking. She reached the road.",strong
"The car was filling with water faster than she had expected, which meant she had perhaps forty-five seconds before the pressure equalized and she could open the door. She had heard this piece of information in a survival program she had watched three years ago and she was now discovering what it felt like to actually apply it in the dark, in cold water, while the car settled at an angle on what she assumed was the river bottom. She found the window crank by feel. The window was already down three inches and the water was coming in at this gap. She wound the window down further and the water accelerated. She was chest-deep. She made herself wait. She made herself wait while the water came up to her chin and she tilted her head back and breathed the remaining air at the top of the car. The pressure equalized. She pushed the door and it opened and she went out through it into the cold dark and swam up toward the light.",strong
"The helicopter was going down and there was nothing either of them could do about it now except go through the checklist and survive the landing. She read it off from the panel while he worked the controls and kept the descent as controlled as the circumstances permitted, which was more controlled than she had expected. Trees below — she could see them through the windscreen coming up fast. He called the landing and she braced and the impact came in three stages: the first threw her forward against the harness, the second tipped the fuselage thirty degrees to starboard, and the third was the sound of the rotors hitting the tree canopy and the sudden, absolute stillness that followed. She checked herself: breathing, conscious, no blood she could identify. She looked at him. He was already looking at her. She unclipped her harness and opened the door and got out into the cold air of the forest and reached back for his hand and held it while he climbed down. They stood in the trees and looked at the helicopter and then at each other.",strong
"He had taken the blow meant for her and she had watched him go down and she had made a decision in the space between one heartbeat and the next that she was going to be angry about later but was not going to be angry about now. She crossed the distance to the man who had hit him and she did not stop or slow or give him time to understand what was happening. She was smaller than him by six inches and sixty pounds and none of that was the relevant factor. The relevant factor was that she was not going to stop. She hit him until he stopped being a threat and then she went to her knees beside Jake on the pavement and put her hands on his face and told him to open his eyes. He opened his eyes. He said her name in a way that suggested he was surprised to see her there, which she found briefly infuriating. She told him he was going to be fine. She looked at the damage and she was going to make sure this was true.",strong
"The rappel line had been cut most of the way through and she had not discovered this until she was fifteen feet down the face with forty feet still to go. She held the line above the cut and looked at the remaining strands and did the calculation and did not like what it told her. The face below her was not vertical — closer to seventy degrees, rough granite with intermittent ledges. She looked down and identified the ledge six feet below her. Six feet of face climbing without a line on seventy-degree granite with her hands already occupied by holding onto the compromised rope. She looked at the cut again. She looked at the ledge. She made the decision that she was going to have to make eventually anyway and made it now while she still had the choice. She let the upper rope go and moved down the face on crimps and edges with the economy of movement that was the thing she was best at, and she reached the ledge and stood on it and breathed and looked down for the next one.",strong
"The current had pinned her against the bridge piling and the water was chest-high and rising and she had been there for twelve minutes maintaining her position with effort that was depleting her faster than the situation could afford. She looked at what she had: the piling, solid; the rope she had looped around it once before the flood hit, still holding; the near bank, eight feet away and unreachable against this current; the far bank, eleven feet away, also unreachable. She looked upstream. The flood had brought debris — branches, a fuel container, a section of wooden fencing that had come apart and was moving fast. The fencing section was wide enough. She let go of the piling and the current took her immediately and she swam with it rather than against it and reached the fencing section and grabbed it and let it carry her downstream and worked herself onto it and rode it, steering as much as she could, until it grounded on the bend a quarter mile downstream and she stepped off into knee-deep water and walked to the bank.",strong
"She found the second guard by the sound of his radio, which told her where he was before she came around the corner. She adjusted her route and came at him from the side he was not watching, which was the window side, which required her to cross eight feet of open floor in the ambient light coming through the glass. She crossed it. She dealt with him efficiently and without noise, which she considered her most important constraint. The corridor beyond the junction was clear. She moved through it the way she had been taught — close to the wall, below the sightlines of the cameras she had memorized from the floor plan, in the intervals between the sweeps she had timed from her observation post. The door at the end of the corridor had a keypad. She had the code. She entered it and the door opened and she went through it and down the stairs beyond it and out through the loading bay and into the parking structure and found the car where she had left it. She drove at the speed limit all the way to the highway.",strong
"The mine shaft had been officially closed since 1974 and the state of it suggested this date was accurate. She was eight feet down it with no way back up because the ladder had given way on the fourth rung, which left her with the shaft dimensions, a flashlight with forty minutes of battery, and the fact that mine shafts typically had more than one access point. She assessed the space: roughly cylindrical, five feet in diameter, timbered at intervals with wood that ranged from questionable to catastrophic. Horizontal tunnel to the east. She went east. The tunnel was low enough that she walked bent at the waist, which was doing nothing useful for the pulled muscle in her lower back that she had been ignoring since Tuesday. She moved carefully, testing the floor before each step, listening to the timber above her with the attention it deserved. The flashlight showed her sixty seconds worth of tunnel ahead of her and she worked through each sixty seconds and looked at the next. The tunnel opened. She found the second shaft. She found the second ladder, which held.",strong
"He fell through the ice at the center of the pond and she was on her stomach distributing her weight across the surface before she had consciously made the decision to do so. She could see him — his arms on the broken edge, his face above the water, the steam of his breath. She kept low and moved toward him in the way she had been told about and had hoped never to use. The ice flexed under her and she spread wider and moved slower and kept going. Twenty feet. Fifteen. She unzipped her jacket one-handed and pulled the sleeve off her right arm and held the empty sleeve out to him. He grabbed it. She set her left hand flat on the ice for purchase and pulled. The ice flexed again and cracked somewhere behind her and she did not stop pulling. He came up over the edge slowly and she kept her weight distributed and pulled until he was flat on the surface beside her. She told him to stay flat and move slowly and she talked him toward the bank one careful foot at a time.",strong
"The ceiling of the tunnel had been dropping for fifty meters and now it was at her shoulders and still dropping and she had a choice to make about how far she was going to commit to this route. She stopped and listened. Water, moving somewhere ahead. Moving water meant drainage, and drainage meant connection to the surface, and connection to the surface was what she needed. She went forward on her hands and knees, which the tunnel now required, the flashlight in her teeth. The ceiling came down to eighteen inches and she went flat and kept moving, the pack dragging behind her, her elbows on the wet stone floor. She had read about claustrophobia and she had the symptoms of it now — the weight of the stone above her, the closeness of the walls — and she processed these symptoms and moved through them because the alternative was going back, and going back led to the men who were looking for her, and she was not going to go back. The tunnel opened. The ceiling rose. She could hear the water clearly now and feel the air moving against her face, fresh and cold, and she got to her feet and followed it.",strong
