passage,tag
"He came to her room at eleven and she opened the door and he looked at her in the doorway and she stepped back to let him in and he came in. She closed the door and turned and he was there and she kissed him and he kissed her back and his hands went into her hair and she was entirely in favor of all of this. They moved to the bed and she sat on it and he stood before her and she reached for his belt and he helped her and then she helped him and then she lay back and he came over her. He kissed her mouth and throat and worked his way down her body with his mouth and his hands and she lay back and felt the pleasure of it as something total and all-encompassing. He brought her to climax with his mouth and she gripped the sheets and felt the release roll through her in waves. He moved up her body and entered her and the sensation was so acute after the first release that she gasped and he looked at her face and checked that the gasp was the right kind, which it was. He moved inside her and she rose with him and found the rhythm and matched it and deepened it and they moved together toward something that built and built and broke over both of them at once. She held him through his release and he held her through hers and they lay afterward in the dark room and she put her head on his chest and he put his arm around her and they did not sleep for a long time. She lay with her head on his chest and felt the ease of it and the rightness of it and she was glad she had stayed. She pressed her face to his shoulder and felt his arm tighten around her and the night was long and neither of them wanted it to end.",strong
"She had been saying no to this for three months for reasons that had seemed very good at the time and she could no longer remember what they were. She kissed him in the kitchen while the dinner they had cooked was getting cold and he kissed her back and dinner was not going to be warmed up later. He walked her backward to the bedroom and she went backward, guiding him through the doorway with a hand on his arm, and they arrived at the bed with the ease of a shared decision. He undressed her and she helped him and they stood together in the lamplight and she looked at him and he looked at her and she felt desire as something clear and uncomplicated. He pulled her close and the warmth of his skin against hers was a pleasure that made her breath catch. He moved her toward the bed and she sat and lay back and pulled him down and he came over her and kissed her. He moved his mouth down her body and she lay back and felt it through her whole skin and arched under his hands and gave him sounds that were information. She came from his mouth with a release that went on longer than she expected and gripped his head and stayed in it as long as it lasted. He entered her and the sensation was immediate and total and she felt it in her spine. They moved together and she pulled him deeper and he went and she went and they came together in a rush and lay afterward with the dinner still cooling in the kitchen and neither of them suggesting they go warm it up. She stayed close and felt the warmth of him around her and thought that she had been right to knock on his door. It had been the correct decision and she intended to make it again.",strong
"She had been alone in this house for two years and she was not alone in it tonight and the difference was something she felt in her whole body. He kissed her in the living room and she kissed him back and they stood kissing for a long time before they moved toward the bedroom. He undressed her with a patience that she found she did not want to rush, each button a considered act, and she stood in the lamplight of her own bedroom feeling beautiful and wanted. She undressed him and looked at him and put her hands on his chest and felt his heartbeat, which was rapid, which pleased her greatly. He laid her on the bed and kissed her from her collarbone to her hip and she arched under his mouth and his hands and gave herself over to what he was doing. He brought her to climax with his mouth and held her through it and then moved over her and looked at her face before he entered her, that long and specific look, and she pulled him down. She felt him fill her and exhaled with the pleasure of it and he began to move and she moved with him. The rhythm they found was deep and unhurried and she climbed toward a second release and let herself go toward it eagerly and came hard and prolonged and gripped him and felt him follow. They lay afterward in the lamplight of her own bedroom and she felt the house differently — warmer, fuller — and she did not examine this feeling too closely. She lay in his arms and felt the room settle into its nighttime quiet around them. He kissed her hair and she closed her eyes and stayed exactly where she was.",strong
"He said her name in the way that meant something and she looked at him and said yes, which meant the same thing, and that was how it was decided. They went to the bedroom without ceremony and undressed each other without hurry and she looked at him in the dim light and he looked at her and neither of them looked away. He pulled her close and she went close and the skin-on-skin contact made her close her eyes and breathe. He laid her on the bed and followed her down and kissed her mouth and her throat and took his time moving down her body, attending to each part of her with the focus of someone for whom this was not a means to an end but the thing itself. She held his head and moved under his hands and told him what she wanted more of, which was not always something she did and which she did now without thinking. She came under his mouth and the release was long and rolling and left her trembling and he held her through it. He moved over her and looked at her face and entered her slowly and she felt every sensation with sharp, post-release clarity. He moved inside her and she rose with him and matched him and the rhythm between them was natural and deep and she climbed toward a second climax and went toward it without hesitation. She came and he came with her and they lay in the warm aftermath and she thought that she had been right about him from the beginning and had not let herself admit it until now. She pressed her face to his shoulder and felt his arm around her. The evening had been better than the calculation in the parking lot had promised, which was the best kind of outcome.",strong
"She had been right that the hotel room was impersonal and she had been right that it did not matter. He kissed her by the window with the city twenty floors below them and she kissed him back and the city was irrelevant. They undressed each other with efficiency and she looked at him in the light from the window and she liked what she saw and she told him so and he told her the same and they were both sincere. He moved her toward the bed and she sat on the edge of it and drew him to her and looked up at him and then she lay back and he came over her. He kissed her mouth and her breasts and moved his mouth down her body and she arched under him and gave herself over to what he was doing without reservation. She came under his mouth, loud and prolonged, in the impersonal hotel room with the city lights spilling over them both. He moved up her body and entered her and the sensation of him inside her, when she was still trembling from the first release, was overwhelming and completely welcome. He moved and she moved with him and she found the rhythm and matched it and pushed it and he went with her where she was pushing and they came together hard and simultaneously. She lay afterward in the city light and felt the specific satisfaction of a decision well-made. She lay in the warm aftermath and felt the specific satisfaction of having been thoroughly attended to. He put his hand on her back and she felt it there and was glad.",strong
"The cabin was small and they had been in it together for three days in the weather that had come down off the mountains and showed no sign of lifting and neither of them was sorry. He kissed her in the kitchen while coffee brewed and she kissed him back and the coffee was forgotten. He walked her to the bedroom and she went willingly and they undressed each other in the grey light that came through the small window and she looked at him and he looked at her and they were both at ease in a way that felt earned. He laid her on the bed and she pulled him down and he kissed her mouth and her throat and her breasts and moved down her body and she held his head and gave herself over to his attention. He brought her to climax with his hands and his mouth and she came with the ease of familiarity and the pleasure of it was acute nonetheless. He entered her and she felt him fill her and she arched and pulled him closer and he went closer. They moved together with the fluency of three days of practice and the particular pleasure of a body you had learned and she climbed toward release and reached it and he followed and they lay in the grey mountain light in a warm, satisfied tangle. The coffee was cold and they made fresh coffee and brought it back to bed. She lay on her back and looked at the ceiling and felt entirely present. He turned to look at her and she turned to look at him and they were both quietly pleased.",strong
"She had decided on the way over and she had not un-decided in the elevator and she was not going to un-decide at the door. She knocked and he opened it and she kissed him in the doorway and he kissed her back and stepped back to let her in and she came in and the door closed. He kissed her again and his hands went to her waist and she went closer and his hands went to her back. They were kissing for a long time in the hallway and then they were kissing in the bedroom and then they were undressing each other and she looked at him in the low light and she was right about him in the ways she had imagined and surprised about him in the ways she had not. He pulled her close and the warmth of his skin against hers was the specific pleasure she had been wanting and she put her hands on his chest and felt his heart. He laid her on the bed and kissed her from her throat to her hip and she arched under his mouth and gave him sounds that were information and he used the information well. She came under his hands and then under his mouth and then he entered her and the sensation was deep and total and she felt it throughout her body. He moved inside her and she rose to meet him and they found a rhythm that was urgent and right and she came a third time just as he came and they lay afterward unable to speak for a moment, which was the best kind of silence. She pressed herself against him and felt the warmth of him around her. She thought she had done the right thing and she was entirely correct.",strong
"He had cooked dinner and the dinner had been good and none of that was what she was going to remember about this evening. She kissed him while he was still standing at the counter and he turned and kissed her back and set down whatever was in his hands and put both hands on her face. They stood in the kitchen kissing and then they moved to the bedroom and she sat on the edge of his bed and he stood before her and she looked up at him in the lamplight and reached for his hand and drew him down. He kissed her and she kissed him and they undressed each other and she looked at him and he looked at her in the specific way of people who have decided and are not second-guessing. He laid her back and covered her and kissed her throat and her breasts and moved his hands over her with an attention that felt like genuine interest in her specifically. She arched under his hands and held his head and told him what she wanted and he gave it to her. She came under his mouth with a release that surprised her with its force and he held her through it and then entered her and the sensation of him inside her, immediately after, was overwhelming and right. They moved together and she went with him and they came together at the end of a long, gradual climb and lay afterward in the lamplight and she could smell the dinner cooling in the other room and she did not care at all. She lay in the warm dark and felt the room settle around them. He put his arm around her and she closed her eyes and was not going anywhere.",strong
"She had known from the first moment she saw him across the conference room that this was going to be a problem and she had been managing the problem efficiently for six months and was done managing it. She kissed him in the parking garage after the last session and he kissed her back without surprise, which meant he had been waiting, which she found gratifying. They went to her room, which was closer, and the door closed and she turned to him and they both smiled at the same moment, which was the thing that made her sure. He kissed her and she kissed him back and they undressed each other with the mix of efficiency and attention that she found she liked — wanting to get there and wanting to take their time, both at once. He was warm and solid under her hands and she touched him with the directness of someone who knew what she wanted, and he touched her with equal directness. He laid her on the bed and kissed her from her collarbone downward and she arched under his mouth and held his head and told him clearly what she wanted and he gave it to her. She came from his mouth and from his hands and then he entered her and the pleasure of it was immediate and total and she felt it in her whole body. They moved together and she pulled him deeper and he went deeper and they came together hard and she held him through his release and he held her through hers. She lay afterward in the hotel room with its impersonal furniture and its anonymous art and felt entirely, specifically herself. She turned to look at him and he was looking at her. Neither of them spoke and the silence was entirely comfortable.",strong
"She had been cold all evening and he was warm and she moved toward him in the kitchen with the straightforwardness of someone who has decided to stop being cold. He kissed her and his hands went to her waist and she was warmer immediately. They went to the bedroom and she stood in the lamplight and he undressed her carefully, each layer an event, and she stood and let him and felt the warmth of his attention as something physical. She undressed him and they stood together and she put her hands on his chest and felt the warmth of him and kissed the center of his chest. He walked her toward the bed and she sat and he came down beside her and they lay together and the warmth was complete and total. He kissed her and moved down her body with his mouth and his hands and she arched under him and gave herself over to it. She came from his mouth with a long, rolling release and he held her and then entered her and the warmth of him inside her was the specific warmth she had been wanting. He moved inside her slowly and then with increasing urgency and she rose to meet him and they climbed together toward the end of it and came together and lay in the warm aftermath and she was no longer cold at all. She lay beside him and felt the particular warmth of the aftermath. He put his hand over hers and she left it there.",strong
"She reached for him in the night and he was there and she kissed him and he kissed her back and they were both awake and entirely in agreement. He rolled her onto her back and covered her and she felt him warm and present and exactly what she wanted. He kissed her throat and her breasts and moved down her body and she held his head and moved under his hands and felt the pleasure of it build in the dark. She came under his mouth and held him through it and then pulled him up and brought him into her and felt the deep pleasure of him fill her. He moved inside her and she rose with him and matched him and they found the right pace and the right depth and the right everything. She came a second time with his name in her mouth and felt him come moments after and they lay in the dark and breathed together. In the morning there was coffee and the particular ease of a relationship that had recently clarified itself and she thought that waking up like this was a thing she could get used to, and she intended to. She pressed her face to his shoulder and breathed. He kissed her hair and she closed her eyes and neither of them spoke for a long time and neither of them needed to. He said her name softly and she turned to look at him and they were both entirely at ease.",strong
"She had been thinking about his hands since Tuesday and now his hands were on her and she had been entirely right to think about them. He undressed her in the kitchen, which had not been the plan but was better than the plan, and she helped him and they left a trail of clothing to the bedroom. He laid her on the bed and she reached for him and he came willingly and covered her and the weight of him was the pleasure she had been anticipating. He kissed her mouth and throat and breasts and moved his hands over her with a focused attention that made her feel entirely seen, which was its own pleasure alongside all the other pleasures. She arched under his hands and told him what she liked and he gave her what she liked with a generosity that made her think she had been very right about him. She came under his hands loudly and without apology and he held her through it and entered her in the same motion and she felt the deep pleasure of it. He moved inside her and she moved with him and the rhythm they found was perfect and urgent and deep. She came a second time, longer and more prolonged than the first, and he followed her and they lay afterward in the lamplight and she thought that Tuesday had been a very good day to start thinking about his hands. She lay in his arms and felt the ease of it. He kissed her temple and she closed her eyes and the room was warm around them.",strong
"She knocked and he opened the door and she said she had been thinking and he said he had been thinking too and she kissed him. He kissed her back and pulled her inside and the door closed and she did not think about anything except what was happening for the rest of the evening. They went to the bedroom without discussion and undressed each other without hurry and she looked at him and he looked at her and she felt no self-consciousness, which was a gift she had not expected. He pulled her close and she went close and they lay down together and he kissed her and she kissed him and his hands moved over her and her hands moved over him and they were both fully present and fully willing. He moved down her body and she held his head and gave herself over to what he was doing and she came under his mouth with a force and duration that left her entirely undone. He moved over her and entered her and the sensation of him inside her, when she was still trembling, was overwhelming in the best possible sense. They moved together and she rose with him and the rhythm between them was natural and deep and she came again at the end of a long, building climb and he came with her and they lay in the warm aftermath and she thought about what she had been thinking and decided she had thought correctly. She pressed herself against the warmth of him and felt his arm around her waist. She thought that she would like to do this again soon and that she was going to tell him so. She told him this later and he agreed and they were both pleased with the accuracy of her prediction.",strong
The lights of the marina were reflected on the water below the window and she looked at them for a moment before she turned from the window to find him already looking at her. She crossed the room and kissed him and he kissed her back and his hands went around her waist. They moved to the bed and undressed each other in the blue water-light from the window and she looked at him and he looked at her and they were both without reserve. He laid her on the bed and kissed her from her shoulder to her hip and she arched under his mouth and his hands and felt the pleasure of it spread through her. He brought her to climax with his hands and then with his mouth and she held his head and felt the release go through her in long waves. He moved over her and entered her and she felt him fill her and she exhaled with the depth of the pleasure. He moved inside her and she moved with him and the rhythm between them was deep and unhurried and then less unhurried. She came again while he was inside her and felt his release follow hers and they lay afterward with the water lights moving on the ceiling and she felt more at peace than she had felt in a long time. She lay in the lamplight and felt the warmth of him around her. He said her name softly and she answered and they were quiet after that.,strong
"She had not known until the moment she kissed him that she had made the decision, but she had made the decision, and it turned out to be the right one. He kissed her back and his hands went into her hair and she felt the wanting as something total and uncomplicated. They went to the bedroom and she sat on the bed and he stood before her and she reached for his hand and pulled him down and they lay together and she kissed him. He kissed her mouth and her throat and her shoulders and her breasts and worked his way down her body with his mouth and she held his head and arched under him and gave herself over to the pleasure of it entirely. She came from his mouth with a prolonged, rolling release that she felt throughout her body and gripped his shoulders and held on. He moved over her and she pulled him down and he entered her and the sensation of him inside her was deep and right and complete. They moved together and she found the rhythm and matched it and urged him and he went and she went and they came together in a surge that left them both breathless. They lay afterward with the lamp still on and she felt entirely present and entirely satisfied and she looked at the ceiling and thought that sometimes a decision made in a moment was the best kind of decision. She pressed her face to his shoulder and felt the warmth of him. He put his arm around her and she closed her eyes and did not think about leaving.",strong
"She said his name and he looked at her and she said it again and he understood and kissed her. She kissed him back with the full force of wanting him, which was considerable, and they stood in the kitchen kissing until kissing was not enough. He took her hand and she took it and they went to the bedroom and undressed each other in the warm light of the lamp on the nightstand. She looked at him and he looked at her and she felt desire as something warm and certain in her chest. He pulled her close and the warmth of his skin against hers was immediate and total and she pressed herself against him and felt his heartbeat against her chest. He laid her on the bed and followed her down and kissed her and moved his hands over her body and she moved under his hands and gave him sounds that told him what he needed to know. He moved down her body with his mouth and she arched under him and held his head and let herself be entirely absorbed in what he was doing. She came from his mouth with a long and grateful release and was still trembling when he entered her and the sensation was overwhelming in the way of something deeply wanted and finally had. They moved together and she pulled him closer and he went closer and they found the end of it together and lay afterward in the lamplight and she felt the warm completeness of it settle through her like something resolved. She lay with her head on his chest and felt his heartbeat under her ear, slow and steady. She thought she had been right about him from the beginning.",strong
"He had said goodnight at the door and then kissed her once, and once had not been enough for either of them, and now it was much later and neither of them was going anywhere. She turned in his arms in the lamplight of the bedroom and kissed him and he kissed her back and his hands moved over her with the confidence of someone who had been paying attention. He undressed her and she undressed him and they stood together and she looked at him and he looked at her and she felt no urge to look away. He moved her toward the bed and she sat and lay back and pulled him down and he came over her and covered her. He kissed her mouth and her throat and moved down her body and she arched under him and held his head and gave herself over to what he was doing. She came from his hands and then from his mouth and then he moved up her body and looked at her face and entered her slowly and she felt the pleasure of it settle through her whole body. He moved inside her and she rose with him and matched the rhythm and deepened it and they moved together toward the end of it in long, deliberate strokes. She came while he was inside her, gripping his back, and felt him follow and they lay afterward in the lamplight and neither of them suggested he leave, which was its own kind of answer. She stayed where she was and felt the warmth of him around her. He kissed her temple and she closed her eyes and the night was quiet around them.",strong
"She had said yes before she had finished thinking about whether to say yes, which was the best way she had ever made a decision. He kissed her in the hallway of her building and she kissed him back and they took the elevator and she let them into her apartment and he came in and she closed the door. They kissed in her living room and then moved to the bedroom and she turned on the lamp and turned to him and he was already looking at her. He undressed her slowly and she undressed him and they stood together in the warm lamp light and she looked at him without shyness and he looked at her. He was warm and solid under her hands and she spread her palms on his chest and felt him breathe. He laid her on the bed and kissed her from her throat downward and she held his head and arched under his mouth and felt the pleasure of it as something total and clear. She came from his mouth with her back off the bed and his hands on her hips holding her and it was loud and prolonged and exactly right. He moved up her body and entered her and the sensation of him inside her was the specific pleasure she had been anticipating and it was better than the anticipation. They moved together and she went with him and they came together at the end of a long, beautiful climb and lay afterward in her apartment with the lamp still on and the street sounds coming through the window and she felt that she was exactly where she was supposed to be. She lay in the warm lamplight and felt the room settle around them. He turned to look at her and she turned to look at him and they were both entirely satisfied.",strong
"She had been wanting him with a specificity that embarrassed her and she was done being embarrassed. She kissed him first, which she had known she was going to do, and he kissed her back without a pause. He pulled her close and she went close and they stood in his kitchen kissing with a thoroughness that suggested both of them had been thinking about this. He walked her toward the bedroom and she went and they stood in the bedroom and undressed each other and she looked at him in the low light and her embarrassment about the wanting was entirely gone. He covered her with his body and she felt his weight and his warmth and the certainty of him and she arched up into him. He kissed her mouth and her breasts and moved down her body and she held his head and told him what she wanted and he gave her what she wanted. She came from his mouth with a long, rolling release that went on longer than she expected and he held her through it and then moved up her body and entered her. The sensation of him inside her was deep and right and she felt it through her whole body and she moved with him and they climbed together toward the end of it and came together and lay in the warm aftermath and she did not feel embarrassed about anything at all. She pressed herself against the warmth of him and thought that eight months had indeed been long enough. He put his arm around her and she closed her eyes.",strong
"She had said she would think about it and she had thought about it and she was at his door. He opened it and looked at her and stepped back and she came in and the door closed and she kissed him. He kissed her back immediately and his hands went to her waist and she put her hands on his chest and felt his heart and it was going fast, which told her what she needed to know. They went to the bedroom and undressed each other in the light from the window and she looked at him and he looked at her and neither of them looked away. He laid her on the bed and she pulled him over her and he covered her and kissed her and she kissed him back. He moved down her body with his mouth and she arched under him and held his head and gave herself over to what he was doing and it was very good. She came under his mouth, prolonged and complete, and pulled him up and took him in and felt the deep pleasure of him fill her. They moved together and she wrapped her legs around him and urged him and he went deeper and she felt everything with acute sensitivity and she came a second time while he was inside her, hard and prolonged. He came shortly after with his face pressed to her shoulder and they lay in the warm dark afterward and she thought she had thought about it for exactly the right amount of time. She lay with his arm around her and the room was warm and quiet. She was not going anywhere and she did not want to be anywhere else.",strong
"He said her name and she turned from the window and went to him and kissed him and the decision was made. He kissed her back and his hands moved over her with the attention she had been wanting. They went to the bedroom and she stood in the lamplight while he undressed her, each clasp and button a deliberate act, and she let the slowness of it happen because the slowness was part of what he was giving her. She undressed him and looked at him and told him what she saw, which was appreciative and accurate, and he looked at her and told her the same. He laid her on the bed and kissed her from her throat to her hip and she arched under his mouth and felt the pleasure of it travel through her. He brought her to climax with his hands and his mouth and she came loudly and gripped his shoulders and went through it entirely. He moved over her and entered her and she felt him fill her and the sensation was deep and right and she exhaled with the pleasure of it. He moved inside her and she rose with him and they found the rhythm and the depth and the pace that suited them both and climbed together toward the end of it. She came hard and he came with her and they lay in the lamplight and she felt more entirely herself than she had felt in a considerable time. She lay in the warm aftermath and felt the specific ease of something finally and correctly done. He put his hand on her back and she left it there.",strong
"She had made the calculation in the parking lot and the calculation had come out clearly in favor of this, so here she was. He kissed her in the doorway and she kissed him back and they went inside and the door closed. They moved to the bedroom with the ease of shared intention and undressed each other in the dim room and she looked at him and he looked at her. He pulled her close and the warmth of skin against skin was immediate and right and she pressed herself against him and felt his heartbeat against her chest. He moved her toward the bed and they lay down together and he kissed her and moved down her body with his mouth and she held his head and felt the pleasure of it build. He brought her to climax with his mouth and she came with her back arching and his hands on her hips holding her and it was prolonged and total. He entered her immediately after and she felt the sensation of him inside her with sharp, post-release clarity and it was overwhelming and wanted. They moved together and she found the rhythm and matched it and pushed it and he went with her and they came together at the end of a long, urgent climb. She lay in the warm aftermath and thought that the calculation in the parking lot had been correct, which she had expected, and that it was still better than the calculation had accounted for, which she had not. She pressed herself against him and felt the warmth of him around her. He kissed her hair and she closed her eyes and the night settled around them both.",strong
"She had been patient and the patience was done. She kissed him by the fire and he kissed her back and the fire was warm on one side and he was warm on the other and she had no interest in being anywhere else. He stood and drew her to her feet and she went and they moved toward the bedroom, the fire still burning behind them. He undressed her in the lamplight of the bedroom and she stood and let him and felt his eyes on her and felt desired in the specific, warm way of being desired by this particular person. She undressed him and looked at him and spread her hands on his chest and felt the warmth of him and his heartbeat under her palms. He moved her toward the bed and laid her down and came over her and kissed her and she kissed him back and his hands moved over her and she moved under his hands. He moved down her body with his mouth and she arched under him and held his head and let herself be entirely absorbed in the pleasure of it. She came under his mouth, loudly and completely, and he held her through it and then entered her and she felt him fill her and the sensation was deep and right and she felt it through her whole body. He moved inside her and she rose with him and they found the rhythm and went with it and came together at the end of it and lay in the warm lamplight afterward. She lay in the lamplight and felt the pleasant weight of the evening resolve into something simple and good. He turned to her and she turned to him and they were both at ease.",strong
"She had not planned on staying the night and she stayed the night because she did not want to leave, which was perhaps the simplest and most honest reason she had ever had for anything. He kissed her at midnight and she kissed him back and they went to the bedroom and undressed each other and she looked at him in the low light and she was glad she had stayed. He pulled her close and the warmth of him was right and she put her hands on his chest and felt his heart. He laid her on the bed and kissed her from her throat downward and she arched under his mouth and held his head and felt the pleasure build through her in long, slow waves. She came under his hands with a release that surprised her with its force and he held her through it and entered her while she was still trembling. The sensation of him inside her, when she was still sensitive, was overwhelming and exactly what she wanted. He moved inside her and she moved with him and they found the right pace and the right depth and the right everything and they came together at the end of a long, beautiful climb. She lay afterward in his bed and did not want to leave and did not leave and in the morning he made coffee and they were easy with each other in the way of people who have done something right. She lay in the warm dark and felt his arm around her. She thought she had been right about him and that being right about him was a very good thing.",strong
"She had told herself she was going to say goodnight and go home and she was at the door saying goodnight and then she was kissing him instead, which was perhaps what she had meant to do all along. He kissed her back and stepped back from the door and she came in and it closed and they were in his apartment and she was done saying goodnight. He undressed her in the hallway, starting with her coat and working inward, and she helped him and they left the trail to the bedroom. He laid her on the bed and she reached for him and he came over her and she felt his weight settle onto her and pulled him closer. He kissed her mouth and her throat and moved down her body and she held his head and arched under him and told him what she wanted with the specificity of a woman who knows what she wants. She came under his mouth with a prolonged and total release and gripped his head and stayed in it until it was finished. He entered her and the sensation was deep and right and complete and she felt it in her whole body. They moved together and she wrapped her legs around him and they went toward the end of it with urgency and arrived there together and lay afterward in the dim light and she thought that she had meant to say goodnight and had done something much better instead. She pressed her face to his shoulder and breathed him in. He put his arm around her and the room was quiet and she was content to stay exactly where she was.",strong
"The wine was gone and the conversation had wound down to its honest conclusion and they looked at each other across the quiet of her living room and the conclusion was obvious. She kissed him first, standing from the couch and leaning across to him, and he kissed her back and stood too and they stood kissing in her living room until they went to the bedroom. He undressed her in the lamplight and she stood in the warm circle of it and let him look at her and felt no impulse to cover herself, which was not always the case and which told her she had chosen well. She undressed him and spread her hands on his chest and felt his heartbeat and told him she was glad he was there. He pulled her close and the warmth of skin against skin made her close her eyes. He laid her on the bed and kissed her from her collarbone downward and she held his head and arched under his mouth and gave herself over to what he was doing. She came from his mouth in a long, rolling release that left her trembling and he held her and then entered her and the sensation of him inside her was immediately and completely right. They moved together and she found the rhythm and matched it and urged him and he went and she went and they came together at the end of a good, long climb and lay in the warm aftermath and the room was quiet around them and she felt the specific peace of having done exactly what she meant to do. She lay in the warm aftermath and felt entirely present in herself. He said her name softly and she said his and they were quiet after that and the quiet was good.",strong
"He was warm in the dark and she moved toward the warmth and kissed him and he kissed her back and his hands went around her and she went closer. They moved together toward the bed and she sat on it and pulled him down and they lay together and she felt the rightness of it in a way that was both specific and total. He kissed her mouth and her throat and moved his hands over her and she moved under his hands and told him what she liked and he gave her what she liked with a generosity that she had hoped for and was not disappointed in. He moved down her body with his mouth and she held his head and felt the pleasure of it build in deliberate, sustained waves. She came under his mouth with her hands gripping his hair and the release was long and total and he held her through all of it. He moved up her body and entered her and she felt him fill her and the sensation was deep and right and she exhaled with the pleasure of it. They moved together and she found the rhythm and matched it and pushed it and he went with her and they came together in a rush and lay in the warm aftermath and she felt entirely present and entirely at ease, which was not always the case and which she credited entirely to him and intended to revisit. She felt the warmth of him around her and closed her eyes. She thought she would stay and she stayed. He kissed her temple and she closed her eyes and the room was warm around them and neither of them spoke again for a long time.",strong
"She kissed him first because she was done not kissing him and he kissed her back because he had been done not kissing her for some time. They went to the bedroom with the ease of a decision made clearly and undressed each other and she looked at him and he looked at her and there was no self-consciousness on either side. He pulled her close and the warmth of him was the specific warmth she had been thinking about and she felt it throughout her body. He laid her on the bed and kissed her from her throat downward and she arched under his hands and his mouth and gave him sounds that were information. He brought her to climax with his mouth and held her through it and then entered her and the sensation was deep and overwhelming and she felt it everywhere. He moved inside her and she moved with him and they found the right depth and the right pace and went together toward the end of it. She came while he was still inside her, hard and prolonged, and gripped his shoulders and felt him follow and they lay afterward in the warm lamplight and she felt the very particular satisfaction of having been precisely right about something. She pressed herself against the warmth of him and felt the room settle into its nighttime quiet. He put his arm around her and she closed her eyes and was not going anywhere. She thought she would like to do this again and soon and she intended to say so in the morning.",strong
"She had been alone in this apartment for eight months and she was not alone in it tonight and the difference was something she felt as a kind of warmth that started before he even touched her and intensified considerably when he did. He kissed her in the kitchen and she kissed him back and she felt the wanting as something clear and uncomplicated. They went to the bedroom and undressed each other and she looked at him and he looked at her and she felt beautiful in the way she felt when someone was looking at her as though looking at her were the point. He pulled her close and she pressed herself against the warmth of him and he kissed her mouth and her throat and moved down her body and she arched under him. He brought her to climax with his hands and then with his mouth and she came loudly both times and did not try to be quiet. He entered her and she felt him fill her and the sensation was deep and right and she felt it through her whole body. They moved together and she matched him and urged him and he went deeper and she felt everything with the heightened sensitivity of someone being genuinely attended to. They came together and lay in the warm aftermath and she felt the apartment differently — warmer, fuller — and she thought that eight months had been long enough. She lay in the warm aftermath and felt entirely herself. He said her name and she answered and the night was quiet around them both.",strong
"She came back from the kitchen with two glasses of wine to find him looking at the photographs on her wall, which was the wall she always forgot was there until someone looked at it. He asked about the one in the corner — her, at twenty-six, in Iceland — and she told him about that summer and he listened in the way he listened, which was with his whole attention. He took the wine glass from her and they stood in front of the photograph and she told him more about that summer than she usually told people. He said she looked happy in the photograph and she said she had been and he looked at her now with the question implicit in that. She said she was happy now too, differently, and he kissed her, which was a response to the differently. It was a wine-tasting, photograph-discussing, you-look-happy kiss and she kissed him back with the warmth of the evening behind it. He kept looking at her after the kiss and she kept looking at him and neither of them said anything and the Iceland photograph looked down at them from the wall. She stood in her hallway looking at the jacket on the hook and thought about Sunday and what came after the jacket. She thought Sunday was going to be a very productive day.",weak
He showed up at her gallery opening in a suit that suggested someone had helped him choose it. She thought about who that someone might have been and then stopped thinking about it.,absent
"He had been patient for three months and she had been patient too and they had both run out of patience at the same moment, which was efficient. She kissed him first and he kissed her back and the patience was retroactively worth it. He took her by the hand and she went with him to the bedroom and they undressed each other slowly and she looked at him and he looked at her and she felt desire as something solid and real in her chest. He was warm under her hands and she spread her palms on his chest and felt his heartbeat and the heartbeat was fast and knowing it was fast made her feel powerful. He laid her down and she pulled him over her and he covered her and kissed her mouth and throat and breasts and she arched into his mouth. He moved his hand between her thighs and she opened to him and he watched her face and she held his gaze and let him see everything that was happening in it. She came hard under his hand and he held her through it and then entered her and the sensation of him inside her was both familiar and entirely new. They moved together and she wrapped her legs around him and pulled him close and he went deep and she went with him. When they came it was together and the completeness of it was something she felt she would remember specifically, the two of them in the afternoon light, entirely present. She pressed herself against him and the warmth of him was exactly right. He kissed her hair and the room was quiet around them.",strong
